,url,images url,step_1,step_2
0,https://www.allrecipes.com/recipe/158899/basic-spicy-tomato-sauce/,https://www.allrecipes.com/thmb/n-53tzZ_tZwZIPezW9HS9YgSbC4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5137653-e9ef71d4ba5248738f605edff5beb149.jpg,"Heat the olive oil in a large skillet over medium-high heat. Cook the onion in the oil until translucent. Add the garlic and cook and stir another 2 to 3 minutes. Stir in the tomatoes, red pepper flakes, and Italian seasoning. Season with salt. Cook until completely heated, another 2 to 3 minutes.",
