,Unnamed: 0,recipe_urls,recipe_name,ingredients
1235,2092,https://www.allrecipes.com/recipe/77194/bolognese-stuffed-bell-peppers/,Bolognese Stuffed Bell Peppers Recipe - Allrecipes.com,"[""1 1/2 cups prepared marinara sauce"",""1/2 cup cooked rice"",""1/2 cup grated Parmesan cheese, divided"",""1/2 pound ground beef"",""1/2 teaspoon red pepper flakes"",""1/3 cup heavy cream"",""1/4 cup red wine"",""1/4 pound pancetta or lightly smoked bacon, diced"",""1/8 cup celery"",""1/8 cup minced carrots"",""2 tablespoons olive oil, divided"",""6 bell peppers (any color) stems and seeds removed, cut in half lengthwise""]"
1236,2093,https://www.allrecipes.com/recipe/264480/stuffed-celery-appetizer-with-gorgonzola-and-walnuts/,Stuffed Celery Appetizer with Gorgonzola and Walnuts Recipe - Allrecipes.com,"[""1 tablespoon finely chopped walnuts"",""1 tablespoon heavy cream, or as needed"",""1 tablespoon mascarpone cheese, softened"",""1 tablespoon walnut halves, or as needed"",""1/3 cup crumbled Gorgonzola cheese"",""5 stalks celery, cut into 3 pieces""]"
1237,2094,https://www.allrecipes.com/recipe/257171/lasagne-ai-carciofi-e-pancetta-artichoke-and-pancetta-lasagna/,Lasagne ai Carciofi e Pancetta (Artichoke and Pancetta Lasagna) Recipe - Allrecipes.com,"[""1 clove garlic, crushed"",""1 cup grated Parmesan cheese"",""1 pinch ground nutmeg"",""1 pinch salt"",""1 pound fresh artichoke hearts, thinly sliced"",""1 teaspoon dried dill"",""1/2 cup all-purpose flour"",""1/2 cup white wine"",""1/4 cup butter"",""12 lasagna noodles"",""2 tablespoons extra-virgin olive oil"",""3 1/3 cups milk"",""7 ounces pancetta (Italian bacon), cubed"",""Bechamel Sauce:"",""Lasagna:"",""salt and ground black pepper to taste""]"
1238,2095,https://www.allrecipes.com/recipe/11773/easy-fettucine-alfredo/,Easy Fettucine Alfredo Recipe - Allrecipes.com,"[""1 1/2 lemons, juiced"",""1 cup evaporated skim milk"",""1 pinch ground black pepper"",""1 tablespoon olive oil"",""1/2 teaspoon dried basil"",""1/3 cup grated Parmesan cheese"",""8 ounces dry fettuccine pasta""]"
1239,2096,https://www.allrecipes.com/recipe/69436/biga/,Biga Recipe - Allrecipes.com,"[""1 1/4 cups cold water"",""1/2 cup warm water"",""3 1/2 cups unbleached bread flour"",""3/4 teaspoon active dry yeast""]"
1240,2097,https://www.allrecipes.com/recipe/234860/butternut-squash-lasagna/,Butternut Squash Lasagna Recipe - Allrecipes.com,"[""1 (10 ounce) package frozen chopped spinach, thawed and drained"",""1 (16 ounce) package lasagna noodles"",""1 (8 ounce) package sliced fresh mushrooms"",""1 butternut squash, halved and seeded"",""1 onion, chopped"",""1 tablespoon honey"",""1 tablespoon olive oil, divided, or as needed"",""1 teaspoon minced garlic"",""1/2 cup cornstarch"",""1/4 teaspoon ground nutmeg"",""1/4 teaspoon minced fresh ginger"",""2 cups grated Parmesan cheese, divided"",""2 cups shredded mozzarella cheese"",""4 fresh sage leaves, shredded, or to taste"",""7 cups milk, divided"",""salt and ground black pepper to taste""]"
1241,2098,https://www.allrecipes.com/recipe/14385/pasta-salad/,Pasta Salad Recipe - Allrecipes.com,"[""1 (16 ounce) bottle Italian-style salad dressing"",""1 (2.25 ounce) can black olives, chopped"",""1 green bell pepper, chopped"",""1 pound tri-colored spiral pasta"",""1 red bell pepper, diced"",""1/2 yellow bell pepper, chopped"",""2 cups cherry tomatoes, diced"",""6 tablespoons salad seasoning mix""]"
1242,2099,https://www.allrecipes.com/recipe/148543/camp-david-spaghetti-with-italian-sausage/,Camp David Spaghetti with Italian Sausage Recipe - Allrecipes.com,"[""1 (14.5 ounce) can whole peeled tomatoes"",""1 (15 ounce) can tomato sauce"",""1 (16 ounce) package uncooked spaghetti"",""1 bay leaf"",""1 pound lean ground beef"",""1 tablespoon olive oil"",""1 teaspoon dried basil"",""1 teaspoon salt"",""1 yellow onion, chopped"",""1/2 cup grated Parmesan cheese"",""1/4 cup chopped fresh oregano"",""1/4 teaspoon ground black pepper"",""2 Italian sausage links, casings removed"",""2 cloves garlic, chopped""]"
1243,2100,https://www.allrecipes.com/recipe/6673/sun-dried-tomato-and-asiago-cheese-bread/,Sun Dried Tomato and Asiago Cheese Bread Recipe - Allrecipes.com,"[""1 cup water"",""1 teaspoon active dry yeast"",""1 teaspoon dried basil (optional)"",""1 teaspoon lemon juice"",""1 teaspoon salt"",""1/2 cup amaranth flour"",""1/2 teaspoon freshly ground black pepper"",""1/4 cup grated Asiago cheese"",""2 1/2 cups bread flour"",""2 tablespoons chopped sun-dried tomatoes"",""2 tablespoons extra virgin olive oil"",""2 tablespoons instant powdered milk"",""2 tablespoons white sugar""]"
1244,2101,https://www.allrecipes.com/recipe/17498/ricotta-pie/,Ricotta Pie Recipe - Allrecipes.com,"[""1 (1.5 ounce) bar chocolate candy bar, grated"",""1 1/2 cups white sugar"",""1 cup shortening"",""1 teaspoon vanilla extract"",""1/2 cup milk"",""1/2 teaspoon salt"",""10 eggs, beaten"",""2 eggs, beaten"",""3 cups all-purpose flour"",""3 pounds ricotta cheese""]"
1245,2102,https://www.allrecipes.com/recipe/213644/blue-cheese-and-asparagus-pizza/,Blue Cheese and Asparagus Pizza Recipe - Allrecipes.com,"[""1 (14 ounce) prebaked pizza crust (such as Boboli(R))"",""1 bunch asparagus, trimmed and snapped into pieces"",""1 teaspoon olive oil, or as needed"",""1/2 cup pizza sauce"",""3/4 cup crumbled blue cheese"",""salt and black pepper to taste""]"
1246,2103,https://www.allrecipes.com/recipe/259466/easy-caponata/,Easy Caponata Recipe - Allrecipes.com,"[""1 3/4 cups tomato puree (passata)"",""1 medium eggplant, chopped into bite-size pieces"",""1 onion, thinly sliced"",""1 tablespoon white sugar"",""1 teaspoon capers"",""1/2 cup olive oil"",""1/2 cup white vinegar"",""10 black olives, pitted"",""10 leaves basil, chopped"",""2 red bell peppers, thinly sliced"",""2 stalks stalk celery, chopped into 1/4-inch pieces"",""2 tablespoons pine nuts"",""2 tablespoons raisins"",""2 zucchini, cubed"",""salt and ground black pepper to taste""]"
1247,2104,https://www.allrecipes.com/recipe/87149/light-chicken-piccata/,Light Chicken Piccata Recipe - Allrecipes.com,"[""1 1/2 tablespoons lemon juice"",""1 cup white vermouth"",""1 tablespoon olive oil"",""1 teaspoon margarine"",""1 teaspoon paprika"",""1/2 cup all-purpose flour"",""1/2 cup lemon juice"",""1/2 cup water"",""2 cloves garlic, minced"",""2 tablespoons capers"",""4 boned and skinned chicken breast halves"",""8 ounces lowfat plain yogurt"",""salt and pepper to taste""]"
1248,2105,https://www.allrecipes.com/recipe/228389/sundried-tomato-and-onion-pizza/,Sundried Tomato and Onion Pizza Recipe - Allrecipes.com,"[""1 (10 ounce) container refrigerated pizza dough (such as Pillsbury(R))"",""1 cup crumbled goat cheese"",""1 cup shredded provolone cheese"",""1 large red onion, sliced"",""1 tablespoon herbes de Provence"",""1/2 cup chopped sun-dried tomatoes"",""1/4 cup olive oil"",""2 cloves garlic, minced"",""salt and ground black pepper to taste""]"
1249,2106,https://www.allrecipes.com/recipe/174675/moms-irish-ziti/,Mom's Irish Ziti Recipe - Allrecipes.com,"[""1 clove garlic, chopped"",""1 pinch crushed red pepper, or to taste"",""1/2 cup grated Parmigiano-Reggiano cheese"",""1/2 pound bulk sweet Italian sausage"",""1/2 pound ground lamb"",""1/2 pound mozzarella cheese, sliced"",""1/2 pound provolone cheese, sliced"",""2 teaspoons Italian seasoning"",""3 cups rigatoni"",""4 1/2 cups tomato sauce""]"
1250,2107,https://www.allrecipes.com/recipe/143177/simple-delicious-pasta-sauce/,Simple Delicious Pasta Sauce Recipe - Allrecipes.com,"[""1 (14.4 ounce) can diced Italian tomatoes"",""1/4 cup extra virgin olive oil"",""4 cloves garlic, minced"",""salt and pepper to taste""]"
1251,2108,https://www.allrecipes.com/recipe/231976/sicilian-pasta-salmon-sauce/,Sicilian Pasta Salmon Sauce Recipe - Allrecipes.com,"[""1 (16 ounce) package spaghettini"",""1 (2 ounce) can anchovy fillets, undrained, or to taste"",""1 (7.5 ounce) can salmon, undrained, or more to taste"",""1 onion, chopped"",""1 pinch saffron"",""1 teaspoon tomato paste"",""1/2 (7.5 ounce) can water"",""1/4 cup pine nuts, or to taste"",""1/4 cup raisins, or to taste"",""salt and ground black pepper to taste""]"
1252,2109,https://www.allrecipes.com/recipe/220604/raw-pasta-sauce/,Raw Pasta Sauce Recipe - Allrecipes.com,"[""1 1/2 teaspoons lime juice"",""1 clove garlic, minced"",""1/4 cup chopped green bell pepper"",""1/4 cup chopped onion"",""1/8 teaspoon dried oregano"",""1/8 teaspoon dried rosemary"",""1/8 teaspoon sea salt"",""2 tomatoes, chopped""]"
1253,2110,https://www.allrecipes.com/recipe/213058/rich-panettone/,Rich Panettone Recipe - Allrecipes.com,"[""1 1/2 teaspoons lemon zest"",""1 egg white, room temperature"",""1 tablespoon yeast"",""1/2 cup candied fruit"",""1/2 cup golden raisins"",""1/2 cup sliced almonds (optional)"",""1/3 cup butter, softened"",""1/4 cup chopped almonds (optional)"",""1/4 cup dark rum"",""1/4 cup heavy cream"",""1/4 cup milk"",""1/4 cup white sugar"",""1/4 teaspoon vanilla extract"",""2 eggs"",""2 tablespoons water"",""3 cups flour"",""3/4 teaspoon salt""]"
1254,2111,https://www.allrecipes.com/recipe/228568/papa-johns-sauce/,Papa John's Sauce Recipe - Allrecipes.com,"[""1 sweet onion, diced"",""1 tablespoon ground black pepper, or to taste"",""1 tablespoon salt, or to taste"",""10 leaves fresh basil"",""2 tablespoons chopped fresh oregano"",""2 teaspoons olive oil, or as needed"",""6 (28 ounce) cans Italian-style peeled tomatoes (such as Cento(R) San Marzano)"",""6 cloves garlic, minced""]"
1255,2112,https://www.allrecipes.com/recipe/17142/mediterranean-crusted-chicken/,Mediterranean Crusted Chicken Recipe - Allrecipes.com,"[""1 cup crushed saltine crackers"",""1 egg"",""1 tablespoon garlic powder"",""1/2 cup heavy whipping cream"",""1/4 cup grated Parmesan cheese"",""1/4 cup olive oil"",""2 pounds skinless chicken thighs"",""2 tablespoons chopped fresh basil"",""salt and pepper to taste""]"
1256,2113,https://www.allrecipes.com/recipe/220094/eggplant-lasagna/,Eggplant Lasagna Recipe - Allrecipes.com,"[""1 cup Italian-seasoned breadcrumbs"",""1 cup grated Parmesan cheese"",""1 pound ground beef"",""1 teaspoon olive oil for brushing"",""2 cups shredded mozzarella cheese"",""2 eggs"",""2 large eggplants, peeled and sliced into 1/2-inch rounds"",""2 tablespoons olive oil"",""2 tablespoons water"",""48 ounces chunky tomato sauce (such as Prego(R))"",""salt and ground black pepper to taste""]"
1257,2114,https://www.allrecipes.com/recipe/32674/italian-stallion/,Italian Stallion Recipe - Allrecipes.com,"[""1 (1 ounce) envelope instant cocoa"",""1 cup boiling water"",""1 fluid ounce brandy"",""1 fluid ounce coffee flavored liqueur"",""1 fluid ounce hazelnut liqueur""]"
1258,2115,https://www.allrecipes.com/recipe/11260/italian-bowknot-cookies/,Italian Bowknot Cookies Recipe - Allrecipes.com,"[""1 1/2 cups all-purpose flour"",""1 1/4 teaspoons baking powder"",""1 cup confectioners' sugar"",""1 cup honey (optional)"",""1 quart vegetable oil for frying"",""1 tablespoon white sugar"",""1/4 teaspoon salt"",""2 eggs, lightly beaten"",""3 tablespoons butter""]"
1259,2116,https://www.allrecipes.com/recipe/222717/red-white-and-blue-bruschetta/,"Red, White, and Blue Bruschetta Recipe - Allrecipes.com","[""1 (15 ounce) can great northern beans, drained (reserve liquid)"",""1 (4 ounce) log goat cheese, softened"",""1 clove garlic, halved"",""1 clove garlic, minced"",""1 multigrain baguette, cut into 3/4-inch thick slices on the bias"",""1/2 teaspoon ground black pepper"",""1/4 cup chopped fresh thyme"",""12 leaves fresh basil, or as needed"",""2 ounces crumbled Gorgonzola cheese"",""4 sun-dried tomatoes, drained and minced""]"
1260,2117,https://www.allrecipes.com/recipe/19394/yummy-lasagna/,Yummy Lasagna Recipe - Allrecipes.com,"[""1 (8 ounce) package sliced pepperoni sausage"",""1 clove garlic, pressed"",""1 egg"",""1 pound lean ground beef"",""1/2 cup grated Romano cheese"",""1/4 cup dried basil"",""2 pounds ricotta cheese"",""2/3 (28 ounce) jar spaghetti sauce"",""8 ounces lasagna noodles"",""8 ounces mozzarella cheese, shredded""]"
1261,2118,https://www.allrecipes.com/recipe/234352/chef-johns-beef-braciole/,Chef John's Beef Braciole Recipe - Allrecipes.com,"[""1 1/2 cups tomato sauce"",""1 bay leaf"",""1 cup water"",""1 egg"",""1 pinch freshly ground black pepper, or to taste"",""1 pinch red pepper flakes, or to taste"",""1 pinch salt, or to taste"",""1 tablespoon chopped fresh oregano"",""1 tablespoon olive oil"",""1/2 cup bread crumbs"",""1/3 cup freshly shredded Parmesan cheese"",""2 (8 ounce) beef top sirloin steaks"",""2 cloves garlic, crushed"",""2 tablespoons olive oil"",""3 tablespoons chopped raisins""]"
1262,2119,https://www.allrecipes.com/recipe/83038/colorful-spinach-and-prosciutto-side/,Colorful Spinach and Prosciutto Side Recipe - Allrecipes.com,"[""1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry"",""1 (4 ounce) jar roasted red peppers, drained and chopped"",""1 (6.5 ounce) jar artichoke hearts, drained and sliced"",""1 tablespoon garlic powder"",""2 tablespoons olive oil"",""4 ounces thinly sliced prosciutto, chopped""]"
1263,2120,https://www.allrecipes.com/recipe/174247/cream-cheese-and-prosciutto-stuffed-chicken/,Cream Cheese and Prosciutto Stuffed Chicken Recipe - Allrecipes.com,"[""1 (8 ounce) package reduced-fat cream cheese"",""1/2 cup minced red onion"",""1/2 cup white wine (optional)"",""1/2 teaspoon ground black pepper"",""2 cups chicken broth"",""3 cloves garlic, minced"",""3 tablespoons all-purpose flour"",""3 tablespoons butter"",""3 tablespoons olive oil"",""4 skinless, boneless chicken breast halves"",""8 leaves fresh basil"",""8 slices prosciutto""]"
1264,2121,https://www.allrecipes.com/recipe/25653/prosciutto-fave-minestrone-alla-riso/,Prosciutto Fave Minestrone alla Riso  Recipe - Allrecipes.com,"[""1 (15 ounce) can cranberry beans, drained"",""1 (15 ounce) can white beans, drained"",""1 (28 ounce) can whole peeled tomatoes, chopped"",""1 onion, finely chopped"",""1 quart chicken broth"",""1/4 cup chopped fresh parsley"",""1/4 pound bacon, chopped"",""2 cloves garlic, crushed"",""2/3 cup brown rice"",""3 carrots, finely chopped"",""3 large stalks celery, thinly sliced, leaves reserved and chopped"",""3/4 cup diced cooked ham"",""5 tablespoons olive oil"",""salt and pepper to taste""]"
1265,2122,https://www.allrecipes.com/recipe/263136/instant-pot-easy-chicken-marsala/,Instant Pot® Easy Chicken Marsala Recipe - Allrecipes.com,"[""1 1/2 teaspoons salt , divided"",""1 cup button mushrooms, sliced"",""1 cup chicken broth"",""1 tablespoon chopped fresh parsley"",""1 tablespoon cornstarch"",""1/2 cup heavy whipping cream"",""1/2 teaspoon ground black pepper, divided"",""1/4 cup water"",""2 cloves garlic, chopped"",""2 tablespoons minced shallots"",""2 tablespoons olive oil, divided"",""2/3 cup Marsala wine"",""3 boneless chicken breasts, cut into strips"",""3 tablespoons butter, divided""]"
1266,2123,https://www.allrecipes.com/recipe/258267/risotto-ai-frutti-di-mare/,Risotto ai Frutti di Mare Recipe - Allrecipes.com,"[""1 (16 ounce) package Arborio rice"",""1 bunch fresh parsley, chopped"",""1 carrot, sliced"",""1 large tomato, quartered"",""1 onion, quartered"",""1 pound fresh clams, cleaned"",""1 pound mussels, cleaned and debearded"",""1 pound shell-on medium shrimp"",""1 small onion, chopped"",""1 stalk celery, sliced"",""2 cups white wine, divided"",""2 quarts water"",""3 cloves garlic, crushed"",""5 tablespoons extra-virgin olive oil, divided"",""Risotto:"",""Seafood Stock:"",""salt and ground black pepper to taste""]"
1267,2124,https://www.allrecipes.com/recipe/213067/refreshing-limoncello-cake/,Refreshing Limoncello Cake Recipe - Allrecipes.com,"[""1 1/2 teaspoons baking powder"",""1 cup plain yogurt"",""1 cup sugar"",""1 pinch salt (optional)"",""1/2 teaspoon baking soda"",""1/3 cup canola oil"",""1/4 cup limoncello liqueur"",""2 cups all-purpose flour"",""2 eggs"",""2 tablespoons lemon juice"",""2 tablespoons lemon zest"",""3 tablespoons limoncello liqueur"",""3/4 cup confectioners' sugar"",""cooking spray""]"
1268,2125,https://www.allrecipes.com/recipe/151427/grilled-italian-burgers/,Grilled Italian Burgers Recipe - Allrecipes.com,"[""1 cup Italian bread crumbs"",""1 pound ground beef"",""1 tablespoon dried oregano"",""1/2 cup feta cheese, crumbled"",""2 eggs"",""2 tablespoons capers, drained"",""2 tablespoons garlic powder"",""2 tablespoons kalamata olives, pitted and chopped""]"
1269,2126,https://www.allrecipes.com/recipe/69437/focaccia-alla-genovese/,Focaccia Alla Genovese Recipe - Allrecipes.com,"[""1 tablespoon additional extra-virgin olive oil for brushing"",""1 tablespoon extra-virgin olive oil"",""1/2 cup cold water"",""1/2 cup warm water"",""1/2 teaspoon active dry yeast"",""1/2 teaspoon salt"",""1/4 cup Biga"",""2 1/2 cups unbleached bread flour"",""2 teaspoons cornmeal for dusting""]"
1270,2127,https://www.allrecipes.com/recipe/139699/bucatini-pasta-with-shrimp-and-anchovies/,Bucatini Pasta with Shrimp and Anchovies Recipe - Allrecipes.com,"[""1 (2 ounce) can anchovy fillets, oil reserved"",""1 pint grape tomatoes"",""1 pound bucatini pasta"",""1 pound peeled and deveined medium shrimp"",""1 teaspoon red pepper flakes, or to taste"",""2 teaspoons dried basil"",""2 teaspoons dried oregano"",""2 zucchini, halved lengthwise and cut in 1/4 inch slices"",""3 cloves garlic, minced""]"
1271,2128,https://www.allrecipes.com/recipe/241373/melt-in-your-mouth-beef-cacciatore/,Melt-in-Your-Mouth Beef Cacciatore Recipe - Allrecipes.com,"[""1 (15 ounce) can diced tomatoes"",""1 (2 1/2 pound) boneless beef chuck roast"",""1 (28 ounce) can crushed tomatoes"",""1 1/2 cups water"",""1 cup dry red wine (such as Cabernet or Merlot)"",""1 cup quartered fresh mushrooms"",""1 green bell pepper, coarsely chopped"",""1 tablespoon white sugar"",""1 teaspoon Italian seasoning"",""1 teaspoon dried thyme"",""1 teaspoon fennel seed"",""2 onions, cut into wedges and sliced"",""2 tablespoons olive oil"",""3 tablespoons chopped garlic"",""salt and ground black pepper to taste""]"
1272,2129,https://www.allrecipes.com/recipe/215952/italian-onion-soup/,Italian Onion Soup Recipe - Allrecipes.com,"[""1 (32 ounce) carton Progresso(R) beef broth"",""1 cup shredded mozzarella cheese"",""1 tablespoon finely chopped fresh sage leaves"",""1 tablespoon finely chopped garlic"",""1/4 cup Progresso(R) balsamic vinegar"",""1/4 teaspoon gray salt or sea salt"",""2 tablespoons extra-virgin olive oil"",""4 (3/4 inch thick) slices Italian country bread"",""8 cups thinly sliced onions""]"
1273,2130,https://www.allrecipes.com/recipe/241413/goat-cheese-pear-and-bacon-pizza-with-pesto-sauce/,"Goat Cheese, Pear, and Bacon Pizza with Pesto Sauce Recipe - Allrecipes.com","[""1 12-inch pre-baked packaged pizza crust"",""1 cup shredded mozzarella cheese, divided"",""1/2 Bosc pear, sliced"",""1/4 cup crumbled goat cheese"",""2 tablespoons basil pesto"",""5 slices bacon, or more to taste, cut into bite-size pieces""]"
1274,2131,https://www.allrecipes.com/recipe/23979/shrimp-fettuccine-alfredo/,Shrimp Fettuccine Alfredo Recipe - Allrecipes.com,"[""1 cup half-and-half"",""1 pound cooked shrimp - peeled and deveined"",""1 pound fettuccini pasta"",""1 tablespoon butter"",""1 tablespoon chopped fresh parsley"",""4 cloves garlic, minced"",""6 tablespoons grated Parmesan cheese"",""salt to taste""]"
1275,2132,https://www.allrecipes.com/recipe/258213/proper-pesto/,Proper Pesto Recipe - Allrecipes.com,"[""1 large bunch fresh basil"",""1/2 cup mild extra-virgin olive oil"",""1/4 teaspoon kosher salt"",""2 ounces finely grated Parmigiano-Reggiano cheese"",""3 tablespoons pine nuts"",""4 cloves garlic, peeled""]"
1276,2133,https://www.allrecipes.com/recipe/262918/vegan-mushroom-bolognese/,Vegan Mushroom Bolognese Recipe - Allrecipes.com,"[""1 (14.5 ounce) can whole peeled tomatoes"",""1 celery stalk, diced"",""1 cup red wine"",""1 medium carrot, diced"",""1 onion, chopped"",""1 tablespoon salt"",""1 teaspoon ground black pepper"",""1/2 teaspoon basil"",""1/2 teaspoon dried sage"",""2 cloves garlic, minced"",""2 cups button mushrooms, quartered"",""2 tablespoons olive oil"",""3 bay leaves""]"
1277,2134,https://www.allrecipes.com/recipe/9059/broccoli-chicken-fettuccini-alfredo/,Broccoli Chicken Fettuccini Alfredo Recipe - Allrecipes.com,"[""1 (10.75 ounce) can condensed cream of mushroom soup"",""1 cup fresh chopped broccoli"",""1 skinless, boneless chicken breasts"",""1/2 cup grated Parmesan cheese"",""1/2 cup milk"",""1/2 pound dry fettuccine pasta"",""2 tablespoons butter""]"
1278,2135,https://www.allrecipes.com/recipe/267038/coconut-panna-cotta/,Coconut Panna Cotta Recipe - Allrecipes.com,"[""1 (.25 ounce) package unflavored gelatin"",""1 cup coconut milk, divided"",""1 cup heavy cream"",""1 tablespoon shredded coconut, or as needed"",""1 teaspoon vanilla extract"",""2 tablespoons coconut flour"",""4 tablespoons white sugar""]"
1279,2136,https://www.allrecipes.com/recipe/230784/penne-alla-vodka/,Penne Alla Vodka Recipe - Allrecipes.com,"[""1 (28 ounce) can diced tomatoes"",""1 pinch ground nutmeg, or more to taste (optional)"",""1 pound penne pasta"",""1/2 cup heavy whipping cream"",""1/4 cup vodka"",""2 cloves garlic, minced"",""6 slices bacon, chopped"",""salt and ground black pepper to taste""]"
1280,2137,https://www.allrecipes.com/recipe/13889/fire-and-ice-pasta/,Fire and Ice Pasta Recipe - Allrecipes.com,"[""1 (16 ounce) package farfalle pasta"",""1 (2 ounce) can sliced black olives"",""1 1/2 teaspoons ground black pepper"",""1 1/2 teaspoons salt"",""1 teaspoon crushed red pepper flakes"",""1/2 cup chopped fresh chives"",""1/2 cup sun-dried tomatoes, sliced"",""2 cups olive oil"",""2/3 cup chopped fresh basil"",""4 cloves garlic, minced"",""5 1/2 pounds tomatoes, seeded and chopped"",""8 ounces crumbled feta cheese (optional)""]"
1281,2138,https://www.allrecipes.com/recipe/72907/prosciutto-wrapped-melon-balls/,Prosciutto Wrapped Melon Balls Recipe - Allrecipes.com,"[""1 honeydew melon, fruit removed with a melon baller"",""1/4 cup lime juice"",""36 sprigs fresh mint"",""9 ounces thinly sliced prosciutto""]"
1282,2139,https://www.allrecipes.com/recipe/233756/tortellini-minestrone-soup/,Tortellini Minestrone Soup Recipe - Allrecipes.com,"[""1 (16 ounce) can whole peeled tomatoes, cut into pieces"",""1 (9 ounce) package refrigerated cheese tortellini"",""1 1/2 pounds Italian sausage"",""1 cup chopped onion"",""1 cup ketchup"",""1 cup thinly sliced celery"",""1/4 cup grated Parmesan cheese, or to taste"",""2 cloves garlic, minced"",""2 cups thinly sliced carrots"",""2 cups thinly sliced zucchini"",""3/4 cup dry red wine"",""6 cups low-sodium chicken broth""]"
1283,2140,https://www.allrecipes.com/recipe/266406/crispy-baked-chicken-parmesan/,Crispy Baked Chicken Parmesan Recipe - Allrecipes.com,"[""1 (15 ounce) can diced tomatoes, with juice"",""1 (16 ounce) can tomato sauce"",""1 (8 ounce) package fresh mozzarella cheese, sliced"",""1 (8 ounce) package vermicelli pasta"",""1 1/2 teaspoons salt"",""1 cup onion, diced"",""1 tablespoon vegetable oil"",""1/2 teaspoon pepper"",""1/4 cup chopped fresh basil"",""2 1/2 pounds Tyson(R) Crispy Chicken Strips"",""2 tablespoons tomato paste"",""3 cloves garlic, chopped"",""4 Roma tomatoes, seeded and chopped""]"
1284,2141,https://www.allrecipes.com/recipe/262212/linguine-a-ragu-di-prosciutto/,Linguine a Ragu di Prosciutto Recipe - Allrecipes.com,"[""1 (10 ounce) can Italian plum tomatoes, drained and diced"",""1 (16 ounce) package linguine pasta, or more to taste"",""1 red onion, diced"",""1/3 cup dried morel mushrooms"",""2 tablespoons grated Parmesan cheese"",""3/4 cup heavy whipping cream"",""4 slices chopped fully cooked ham"",""4 slices prosciutto"",""6 tablespoons unsalted butter"",""salt and ground black pepper to taste""]"
1285,2142,https://www.allrecipes.com/recipe/12723/clams-italiano/,Clams Italiano Recipe - Allrecipes.com,"[""1 tablespoon dried oregano"",""1 tablespoon dried parsley"",""1 teaspoon crushed red pepper flakes (optional)"",""1/2 cup butter"",""2 cups dry white wine"",""36 clams in shell, scrubbed"",""5 cloves garlic, minced""]"
1286,2143,https://www.allrecipes.com/recipe/234683/how-to-make-cheese-sticks/,How to Make Cheese Sticks  Recipe - Allrecipes.com,"[""1 pinch cayenne pepper, or to taste"",""1 pinch salt and freshly ground black pepper to taste"",""1/2 (17.5 ounce) package frozen puff pastry"",""1/4 cup shredded sharp white Cheddar cheese"",""2 teaspoons olive oil (preferably drained from a tin of anchovies)"",""5 tablespoons freshly shredded Parmigiano-Reggiano cheese, divided""]"
1287,2144,https://www.allrecipes.com/recipe/143016/ez-pizza-for-kids/,EZ Pizza for Kids Recipe - Allrecipes.com,"[""1 (8 ounce) package refrigerated crescent rolls"",""1 cup shredded Mozzarella cheese"",""1 pound bulk pork sausage"",""1 teaspoon Italian seasoning blend"",""1/2 cup pizza sauce"",""1/2 teaspoon red pepper flakes, or to taste (optional)""]"
1288,2145,https://www.allrecipes.com/recipe/232221/eggplant-and-zucchini-parmesan-in-the-slow-cooker/,Eggplant and Zucchini Parmesan In the Slow Cooker Recipe - Allrecipes.com,"[""1 (8 ounce) package shredded Parmesan-Romano cheese blend"",""1 (8 ounce) package shredded mozzarella cheese"",""1 large eggplant, sliced into 3/4-inch-thick rounds"",""1 large zucchini, sliced into 3/4-inch-thick rounds"",""1 quart canola oil for frying, or as needed"",""1 tablespoon grated Parmesan cheese, or to taste"",""1 tablespoon water"",""2 (14 ounce) jars spaghetti sauce"",""2 cups Italian-seasoned bread crumbs"",""2 eggs""]"
1289,2146,https://www.allrecipes.com/recipe/25267/zucchini-saute/,Zucchini Saute Recipe - Allrecipes.com,"[""1 clove garlic, minced"",""1 tablespoon olive oil"",""1 teaspoon Italian seasoning"",""1 tomato, diced"",""1/2 pound fresh mushrooms, sliced"",""1/2 red onion, diced"",""4 zucchini, halved and sliced"",""salt and pepper to taste""]"
1290,2147,https://www.allrecipes.com/recipe/219174/easy-butternut-squash-ravioli/,Easy Butternut Squash Ravioli Recipe - Allrecipes.com,"[""1 (16 ounce) package round wonton wrappers"",""1 clove garlic, unpeeled"",""1 cup mashed, cooked butternut squash"",""1 egg yolk"",""1 pinch cayenne pepper"",""1 tablespoon grated Parmesan cheese, or to taste"",""1/2 cup mascarpone cheese"",""1/2 teaspoon freshly ground black pepper"",""1/2 teaspoon salt"",""1/3 cup grated Parmesan cheese"",""2 tablespoons butter"",""chopped fresh sage to taste""]"
1291,2148,https://www.allrecipes.com/recipe/219766/cheater-baked-ziti/,Cheater Baked Ziti Recipe - Allrecipes.com,"[""1 (16 ounce) jar Alfredo sauce"",""1 (16 ounce) jar spaghetti sauce"",""1 (16 ounce) package dry ziti pasta"",""1 (8 ounce) package shredded Italian cheese blend"",""1 pound bulk hot Italian sausage""]"
1292,2149,https://www.allrecipes.com/recipe/147940/nikols-garlic-bruschetta/,Nikol's Garlic Bruschetta Recipe - Allrecipes.com,"[""1 (4 ounce) package semi-soft cheese with garlic and herbs (such as Alouette(R))"",""1 sourdough baguette, cut into 1/2 inch thick slices"",""2 cloves garlic, minced"",""2 tablespoons balsamic vinegar"",""3 tablespoons chopped fresh basil"",""3 tablespoons olive oil"",""7 roma (plum) tomatoes, chopped"",""salt and ground black pepper to taste""]"
